t (s) - 1,U1(V) - 1,U2(V) - 1,,t (s) - 2,U1(V) - 2,U2(V) - 2,,t (s) - 3,U1(V) - 3,U2(V) - 3,,t (s) - 4,U1(V) - 4,U2(V) - 4,,t (s) - 5,U1(V) - 5,U2(V) - 5,,t (s) - 6,U1(V) - 6,U2(V) - 6,,t (s) - 7,U1(V) - 7,U2(V) - 7,,t (s) - 8,U1(V) - 8,U2(V) - 8,,t (s) - 9,U1(V) - 9,U2(V) - 9,,t (s) - 10,U1(V) - 10,U2(V) - 10,,t (s) - 11,U1(V) - 11,U2(V) - 11,,t (s) - 12,U1(V) - 12,U2(V) - 12,,t (s) - 13,U1(V) - 13,U2(V) - 13,,t (s) - 14,U1(V) - 14,U2(V) - 14,,t (s) - 15,U1(V) - 15,U2(V) - 15,,t (s) - 16,U1(V) - 16,U2(V) - 16,,t (s) - 17,U1(V) - 17,U2(V) - 17,,t (s) - 18,U1(V) - 18,U2(V) - 18,,t (s) - 19,U1(V) - 19,U2(V) - 19,,t (s) - 20,U1(V) - 20,U2(V) - 20,,t (s) - 21,U1(V) - 21,U2(V) - 21,,t (s) - 22,U1(V) - 22,U2(V) - 22,,t (s) - 23,U1(V) - 23,U2(V) - 23,,t (s) - 24,U1(V) - 24,U2(V) - 24,,t (s) - 25,U1(V) - 25,U2(V) - 25
5.953333,-0.041985,-0.031502,,5.953333,0.036737,0.010501,,5.953333,0.083971,0.026252,,5.953333,-0.005248,0.010501,,5.953333,-0.020993,-0.021002,,5.953333,0.062978,0,,5.953333,0.162693,0.036753,,5.953333,-0.146948,-0.036753,,5.953333,-0.167941,0,,5.953333,0.335882,0.010501,,5.953333,-0.320138,-0.015751,,5.953333,0.162693,0.026252,,5.953333,-0.293897,0,,5.953333,-0.246663,0.026252,,5.953333,0.036737,-0.026252,,5.953333,-0.162693,0.031502,,5.953333,-0.099715,0.015751,,5.953333,-0.005248,0.015751,,5.953333,-0.005248,-0.010501,,5.953333,0.05773,-0.010501,,5.953333,-0.047233,0.015751,,5.953333,-0.005248,0.015751,,5.953333,0.052482,-0.036753,,5.953333,-0.020993,0.026252,,5.953333,0.020993,-0.015751
5.96,-0.041985,-0.031502,,5.96,0.031489,0.010501,,5.96,0.083971,0.026252,,5.96,0,0.010501,,5.96,-0.026241,-0.021002,,5.96,0.062978,0,,5.96,0.162693,0.036753,,5.96,-0.146948,-0.036753,,5.96,-0.162693,0,,5.96,0.335882,0.010501,,5.96,-0.320138,-0.015751,,5.96,0.173189,0.031502,,5.96,-0.299145,-0.00525,,5.96,-0.246663,0.026252,,5.96,0.031489,-0.026252,,5.96,-0.162693,0.031502,,5.96,-0.104963,0.015751,,5.96,0,0.010501,,5.96,-0.010496,-0.010501,,5.96,0.05773,-0.010501,,5.96,-0.047233,0.015751,,5.96,-0.005248,0.010501,,5.96,0.05773,-0.031502,,5.96,-0.020993,0.026252,,5.96,0.020993,-0.015751
5.966667,-0.041985,-0.031502,,5.966667,0.031489,0.010501,,5.966667,0.083971,0.026252,,5.966667,0,0.010501,,5.966667,-0.026241,-0.021002,,5.966667,0.05773,0,,5.966667,0.162693,0.031502,,5.966667,-0.146948,-0.036753,,5.966667,-0.162693,0,,5.966667,0.330634,0.010501,,5.966667,-0.320138,-0.015751,,5.966667,0.178437,0.026252,,5.966667,-0.299145,0,,5.966667,-0.241415,0.026252,,5.966667,0.026241,-0.021002,,5.966667,-0.162693,0.031502,,5.966667,-0.104963,0.010501,,5.966667,0.005248,0.010501,,5.966667,-0.010496,-0.00525,,5.966667,0.062978,-0.010501,,5.966667,-0.047233,0.015751,,5.966667,0,0.010501,,5.966667,0.05773,-0.036753,,5.966667,-0.020993,0.021002,,5.966667,0.020993,-0.015751
5.973333,-0.041985,-0.031502,,5.973333,0.031489,0.00525,,5.973333,0.083971,0.026252,,5.973333,0.005248,0.010501,,5.973333,-0.026241,-0.021002,,5.973333,0.05773,0,,5.973333,0.162693,0.036753,,5.973333,-0.152197,-0.036753,,5.973333,-0.157445,0,,5.973333,0.330634,0.010501,,5.973333,-0.325386,-0.015751,,5.973333,0.183686,0.026252,,5.973333,-0.304393,0,,5.973333,-0.241415,0.031502,,5.973333,0.020993,-0.021002,,5.973333,-0.162693,0.031502,,5.973333,-0.104963,0.015751,,5.973333,0.005248,0.015751,,5.973333,-0.015744,-0.00525,,5.973333,0.062978,-0.010501,,5.973333,-0.052482,0.015751,,5.973333,0,0.010501,,5.973333,0.05773,-0.036753,,5.973333,-0.020993,0.021002,,5.973333,0.026241,-0.010501
5.98,-0.047233,-0.031502,,5.98,0.031489,0.00525,,5.98,0.078722,0.026252,,5.98,0.005248,0.015751,,5.98,-0.036737,-0.021002,,5.98,0.052482,0,,5.98,0.167941,0.036753,,5.98,-0.157445,-0.036753,,5.98,-0.152197,0,,5.98,0.325386,0.00525,,5.98,-0.330634,-0.015751,,5.98,0.188934,0.031502,,5.98,-0.304393,0,,5.98,-0.246663,0.031502,,5.98,0.015744,-0.021002,,5.98,-0.162693,0.031502,,5.98,-0.110211,0.015751,,5.98,0.010496,0.010501,,5.98,-0.015744,-0.00525,,5.98,0.062978,-0.015751,,5.98,-0.05773,0.021002,,5.98,0,0.010501,,5.98,0.05773,-0.036753,,5.98,-0.015744,0.021002,,5.98,0.020993,-0.015751
5.986667,-0.047233,-0.031502,,5.986667,0.026241,0.00525,,5.986667,0.078722,0.026252,,5.986667,0.005248,0.015751,,5.986667,-0.031489,-0.021002,,5.986667,0.047233,-0.00525,,5.986667,0.167941,0.036753,,5.986667,-0.157445,-0.036753,,5.986667,-0.146948,0,,5.986667,0.325386,0.010501,,5.986667,-0.330634,-0.015751,,5.986667,0.19943,0.026252,,5.986667,-0.309641,0,,5.986667,-0.241415,0.031502,,5.986667,0.010496,-0.021002,,5.986667,-0.162693,0.031502,,5.986667,-0.110211,0.015751,,5.986667,0.010496,0.010501,,5.986667,-0.020993,-0.00525,,5.986667,0.068226,-0.010501,,5.986667,-0.05773,0.021002,,5.986667,0,0.010501,,5.986667,0.05773,-0.031502,,5.986667,-0.015744,0.021002,,5.986667,0.020993,-0.015751
5.993333,-0.047233,-0.031502,,5.993333,0.026241,0.00525,,5.993333,0.078722,0.026252,,5.993333,0.005248,0.015751,,5.993333,-0.041985,-0.026252,,5.993333,0.047233,-0.00525,,5.993333,0.167941,0.036753,,5.993333,-0.157445,-0.036753,,5.993333,-0.1417,0,,5.993333,0.320138,0.010501,,5.993333,-0.330634,-0.010501,,5.993333,0.209926,0.026252,,5.993333,-0.309641,0,,5.993333,-0.241415,0.031502,,5.993333,0.005248,-0.021002,,5.993333,-0.157445,0.036753,,5.993333,-0.115459,0.021002,,5.993333,0.015744,0.010501,,5.993333,-0.026241,-0.00525,,5.993333,0.068226,-0.015751,,5.993333,-0.05773,0.021002,,5.993333,0.005248,0.00525,,5.993333,0.05773,-0.031502,,5.993333,-0.015744,0.021002,,5.993333,0.026241,-0.021002
6,-0.047233,-0.031502,,6,0.026241,0.00525,,6,0.078722,0.021002,,6,0.010496,0.015751,,6,-0.036737,-0.021002,,6,0.041985,-0.00525,,6,0.167941,0.036753,,6,-0.162693,-0.036753,,6,-0.1417,0.00525,,6,0.314889,0.00525,,6,-0.330634,-0.010501,,6,0.215174,0.026252,,6,-0.304393,0.00525,,6,-0.241415,0.031502,,6,0,-0.021002,,6,-0.157445,0.031502,,6,-0.115459,0.015751,,6,0.015744,0.010501,,6,-0.026241,0,,6,0.073474,-0.015751,,6,-0.062978,0.021002,,6,0.010496,0.00525,,6,0.05773,-0.031502,,6,-0.015744,0.021002,,6,0.026241,-0.021002
6.006667,-0.047233,-0.031502,,6.006667,0.026241,0.00525,,6.006667,0.078722,0.026252,,6.006667,0.015744,0.015751,,6.006667,-0.041985,-0.026252,,6.006667,0.041985,-0.00525,,6.006667,0.167941,0.036753,,6.006667,-0.162693,-0.036753,,6.006667,-0.136452,0.00525,,6.006667,0.320138,0.00525,,6.006667,-0.330634,-0.010501,,6.006667,0.220423,0.026252,,6.006667,-0.309641,0.00525,,6.006667,-0.236167,0.031502,,6.006667,-0.005248,-0.021002,,6.006667,-0.157445,0.036753,,6.006667,-0.115459,0.021002,,6.006667,0.020993,0.010501,,6.006667,-0.031489,0,,6.006667,0.073474,-0.021002,,6.006667,-0.062978,0.021002,,6.006667,0.010496,0.010501,,6.006667,0.05773,-0.036753,,6.006667,-0.015744,0.021002,,6.006667,0.026241,-0.021002
6.013333,-0.047233,-0.031502,,6.013333,0.026241,0.00525,,6.013333,0.078722,0.021002,,6.013333,0.015744,0.015751,,6.013333,-0.041985,-0.026252,,6.013333,0.036737,-0.010501,,6.013333,0.167941,0.036753,,6.013333,-0.162693,-0.036753,,6.013333,-0.136452,0.00525,,6.013333,0.309641,0.00525,,6.013333,-0.330634,-0.010501,,6.013333,0.230919,0.026252,,6.013333,-0.309641,0.00525,,6.013333,-0.230919,0.031502,,6.013333,-0.010496,-0.021002,,6.013333,-0.157445,0.036753,,6.013333,-0.120708,0.021002,,6.013333,0.020993,0.010501,,6.013333,-0.031489,0,,6.013333,0.073474,-0.021002,,6.013333,-0.062978,0.021002,,6.013333,0.010496,0.00525,,6.013333,0.05773,-0.036753,,6.013333,-0.010496,0.015751,,6.013333,0.031489,-0.021002
6.02,-0.047233,-0.031502,,6.02,0.026241,0,,6.02,0.073474,0.021002,,6.02,0.020993,0.015751,,6.02,-0.047233,-0.026252,,6.02,0.031489,-0.00525,,6.02,0.173189,0.036753,,6.02,-0.162693,-0.036753,,6.02,-0.125956,0.00525,,6.02,0.309641,0.00525,,6.02,-0.335882,-0.010501,,6.02,0.236167,0.026252,,6.02,-0.314889,0.00525,,6.02,-0.230919,0.031502,,6.02,-0.015744,-0.021002,,6.02,-0.152197,0.036753,,6.02,-0.120708,0.021002,,6.02,0.026241,0.00525,,6.02,-0.031489,0,,6.02,0.073474,-0.021002,,6.02,-0.062978,0.026252,,6.02,0.010496,0.00525,,6.02,0.05773,-0.036753,,6.02,-0.010496,0.021002,,6.02,0.026241,-0.021002
6.026667,-0.047233,-0.031502,,6.026667,0.026241,0.00525,,6.026667,0.073474,0.021002,,6.026667,0.020993,0.015751,,6.026667,-0.052482,-0.026252,,6.026667,0.031489,-0.00525,,6.026667,0.167941,0.036753,,6.026667,-0.167941,-0.036753,,6.026667,-0.120708,0.00525,,6.026667,0.304393,0,,6.026667,-0.335882,-0.010501,,6.026667,0.241415,0.026252,,6.026667,-0.314889,0.00525,,6.026667,-0.225671,0.031502,,6.026667,-0.020993,-0.021002,,6.026667,-0.152197,0.036753,,6.026667,-0.125956,0.026252,,6.026667,0.031489,0.00525,,6.026667,-0.036737,0.00525,,6.026667,0.078722,-0.015751,,6.026667,-0.062978,0.021002,,6.026667,0.010496,0.00525,,6.026667,0.05773,-0.036753,,6.026667,-0.010496,0.015751,,6.026667,0.031489,-0.026252
6.033333,-0.052482,-0.036753,,6.033333,0.026241,0.00525,,6.033333,0.078722,0.021002,,6.033333,0.020993,0.015751,,6.033333,-0.052482,-0.026252,,6.033333,0.031489,-0.010501,,6.033333,0.173189,0.036753,,6.033333,-0.167941,-0.036753,,6.033333,-0.120708,0.010501,,6.033333,0.304393,0,,6.033333,-0.335882,-0.010501,,6.033333,0.246663,0.026252,,6.033333,-0.314889,0.00525,,6.033333,-0.225671,0.031502,,6.033333,-0.026241,-0.021002,,6.033333,-0.152197,0.036753,,6.033333,-0.125956,0.021002,,6.033333,0.036737,0.010501,,6.033333,-0.036737,0,,6.033333,0.078722,-0.021002,,6.033333,-0.068226,0.026252,,6.033333,0.015744,0,,6.033333,0.05773,-0.042003,,6.033333,-0.010496,0.010501,,6.033333,0.031489,-0.026252
6.04,-0.052482,-0.031502,,6.04,0.020993,0,,6.04,0.073474,0.015751,,6.04,0.026241,0.021002,,6.04,-0.052482,-0.026252,,6.04,0.026241,-0.00525,,6.04,0.173189,0.036753,,6.04,-0.173189,-0.036753,,6.04,-0.115459,0.010501,,6.04,0.299145,0,,6.04,-0.335882,-0.00525,,6.04,0.25716,0.021002,,6.04,-0.320138,0.00525,,6.04,-0.220423,0.031502,,6.04,-0.031489,-0.015751,,6.04,-0.146948,0.036753,,6.04,-0.125956,0.021002,,6.04,0.031489,0.00525,,6.04,-0.041985,0,,6.04,0.078722,-0.021002,,6.04,-0.062978,0.031502,,6.04,0.015744,0.00525,,6.04,0.052482,-0.036753,,6.04,-0.005248,0.015751,,6.04,0.031489,-0.026252
6.046667,-0.052482,-0.036753,,6.046667,0.020993,0,,6.046667,0.073474,0.021002,,6.046667,0.026241,0.021002,,6.046667,-0.05773,-0.026252,,6.046667,0.020993,-0.010501,,6.046667,0.173189,0.036753,,6.046667,-0.173189,-0.036753,,6.046667,-0.110211,0.010501,,6.046667,0.293897,0,,6.046667,-0.34113,-0.010501,,6.046667,0.262408,0.026252,,6.046667,-0.320138,0.010501,,6.046667,-0.220423,0.031502,,6.046667,-0.036737,-0.015751,,6.046667,-0.152197,0.036753,,6.046667,-0.125956,0.021002,,6.046667,0.041985,0.00525,,6.046667,-0.041985,0,,6.046667,0.083971,-0.026252,,6.046667,-0.068226,0.026252,,6.046667,0.015744,0,,6.046667,0.05773,-0.036753,,6.046667,-0.005248,0.015751,,6.046667,0.031489,-0.026252
6.053333,-0.052482,-0.031502,,6.053333,0.020993,0,,6.053333,0.073474,0.015751,,6.053333,0.031489,0.021002,,6.053333,-0.05773,-0.031502,,6.053333,0.020993,-0.010501,,6.053333,0.173189,0.036753,,6.053333,-0.173189,-0.036753,,6.053333,-0.104963,0.010501,,6.053333,0.288649,-0.00525,,6.053333,-0.335882,-0.00525,,6.053333,0.267656,0.021002,,6.053333,-0.320138,0.010501,,6.053333,-0.215174,0.031502,,6.053333,-0.041985,-0.015751,,6.053333,-0.146948,0.036753,,6.053333,-0.125956,0.021002,,6.053333,0.041985,0.00525,,6.053333,-0.047233,0.00525,,6.053333,0.083971,-0.026252,,6.053333,-0.068226,0.026252,,6.053333,0.020993,0,,6.053333,0.05773,-0.036753,,6.053333,-0.005248,0.010501,,6.053333,0.031489,-0.026252
6.06,-0.052482,-0.036753,,6.06,0.015744,0,,6.06,0.068226,0.021002,,6.06,0.031489,0.021002,,6.06,-0.062978,-0.031502,,6.06,0.020993,-0.00525,,6.06,0.173189,0.031502,,6.06,-0.178437,-0.042003,,6.06,-0.099715,0.010501,,6.06,0.283401,0,,6.06,-0.335882,-0.00525,,6.06,0.278152,0.026252,,6.06,-0.320138,0.010501,,6.06,-0.215174,0.036753,,6.06,-0.047233,-0.015751,,6.06,-0.146948,0.036753,,6.06,-0.131204,0.026252,,6.06,0.047233,0,,6.06,-0.047233,0.00525,,6.06,0.083971,-0.021002,,6.06,-0.073474,0.026252,,6.06,0.020993,0,,6.06,0.052482,-0.036753,,6.06,0,0.010501,,6.06,0.031489,-0.031502
6.066667,-0.052482,-0.031502,,6.066667,0.020993,0,,6.066667,0.068226,0.021002,,6.066667,0.031489,0.021002,,6.066667,-0.062978,-0.026252,,6.066667,0.015744,-0.015751,,6.066667,0.173189,0.031502,,6.066667,-0.178437,-0.036753,,6.066667,-0.094467,0.010501,,6.066667,0.278152,-0.00525,,6.066667,-0.335882,-0.00525,,6.066667,0.283401,0.026252,,6.066667,-0.320138,0.010501,,6.066667,-0.209926,0.036753,,6.066667,-0.052482,-0.015751,,6.066667,-0.146948,0.036753,,6.066667,-0.131204,0.026252,,6.066667,0.047233,0,,6.066667,-0.052482,0.00525,,6.066667,0.089219,-0.021002,,6.066667,-0.068226,0.031502,,6.066667,0.020993,-0.00525,,6.066667,0.052482,-0.036753,,6.066667,0,0.010501,,6.066667,0.036737,-0.026252
6.073333,-0.052482,-0.036753,,6.073333,0.015744,-0.00525,,6.073333,0.068226,0.021002,,6.073333,0.036737,0.021002,,6.073333,-0.068226,-0.031502,,6.073333,0.015744,-0.010501,,6.073333,0.173189,0.031502,,6.073333,-0.183686,-0.031502,,6.073333,-0.094467,0.010501,,6.073333,0.278152,-0.00525,,6.073333,-0.335882,-0.00525,,6.073333,0.288649,0.021002,,6.073333,-0.314889,0.010501,,6.073333,-0.204678,0.031502,,6.073333,-0.05773,-0.010501,,6.073333,-0.1417,0.036753,,6.073333,-0.125956,0.026252,,6.073333,0.047233,0,,6.073333,-0.052482,0.00525,,6.073333,0.083971,-0.026252,,6.073333,-0.068226,0.026252,,6.073333,0.026241,0,,6.073333,0.052482,-0.036753,,6.073333,0,0.010501,,6.073333,0.036737,-0.031502
6.08,-0.052482,-0.031502,,6.08,0.015744,0,,6.08,0.068226,0.021002,,6.08,0.036737,0.021002,,6.08,-0.073474,-0.031502,,6.08,0.010496,-0.015751,,6.08,0.173189,0.031502,,6.08,-0.183686,-0.036753,,6.08,-0.083971,0.010501,,6.08,0.272904,-0.00525,,6.08,-0.34113,0,,6.08,0.293897,0.015751,,6.08,-0.314889,0.010501,,6.08,-0.204678,0.036753,,6.08,-0.062978,-0.015751,,6.08,-0.1417,0.036753,,6.08,-0.131204,0.026252,,6.08,0.052482,0,,6.08,-0.05773,0.010501,,6.08,0.083971,-0.026252,,6.08,-0.073474,0.031502,,6.08,0.026241,-0.00525,,6.08,0.052482,-0.036753,,6.08,0.005248,0.00525,,6.08,0.031489,-0.031502
6.086667,-0.052482,-0.036753,,6.086667,0.015744,0,,6.086667,0.062978,0.015751,,6.086667,0.036737,0.021002,,6.086667,-0.073474,-0.031502,,6.086667,0.005248,-0.015751,,6.086667,0.178437,0.031502,,6.086667,-0.178437,-0.036753,,6.086667,-0.078722,0.015751,,6.086667,0.262408,-0.00525,,6.086667,-0.335882,0,,6.086667,0.299145,0.021002,,6.086667,-0.314889,0.010501,,6.086667,-0.194182,0.036753,,6.086667,-0.068226,-0.010501,,6.086667,-0.1417,0.036753,,6.086667,-0.131204,0.026252,,6.086667,0.05773,0,,6.086667,-0.05773,0.00525,,6.086667,0.089219,-0.026252,,6.086667,-0.073474,0.031502,,6.086667,0.031489,-0.00525,,6.086667,0.052482,-0.036753,,6.086667,0.005248,0.00525,,6.086667,0.036737,-0.026252
6.093333,-0.052482,-0.031502,,6.093333,0.015744,0,,6.093333,0.062978,0.015751,,6.093333,0.041985,0.021002,,6.093333,-0.073474,-0.031502,,6.093333,0,-0.015751,,6.093333,0.173189,0.031502,,6.093333,-0.183686,-0.031502,,6.093333,-0.078722,0.015751,,6.093333,0.262408,-0.00525,,6.093333,-0.335882,0,,6.093333,0.304393,0.015751,,6.093333,-0.320138,0.015751,,6.093333,-0.194182,0.036753,,6.093333,-0.068226,-0.010501,,6.093333,-0.131204,0.036753,,6.093333,-0.136452,0.026252,,6.093333,0.05773,-0.00525,,6.093333,-0.05773,0.010501,,6.093333,0.089219,-0.026252,,6.093333,-0.073474,0.031502,,6.093333,0.031489,-0.00525,,6.093333,0.047233,-0.036753,,6.093333,0.005248,0,,6.093333,0.036737,-0.031502
6.1,-0.052482,-0.031502,,6.1,0.010496,0,,6.1,0.068226,0.015751,,6.1,0.047233,0.021002,,6.1,-0.073474,-0.031502,,6.1,0,-0.010501,,6.1,0.178437,0.031502,,6.1,-0.183686,-0.036753,,6.1,-0.073474,0.015751,,6.1,0.25716,-0.00525,,6.1,-0.335882,0.00525,,6.1,0.309641,0.015751,,6.1,-0.314889,0.015751,,6.1,-0.188934,0.036753,,6.1,-0.073474,-0.010501,,6.1,-0.136452,0.036753,,6.1,-0.131204,0.031502,,6.1,0.062978,0,,6.1,-0.062978,0.010501,,6.1,0.089219,-0.026252,,6.1,-0.073474,0.026252,,6.1,0.031489,-0.00525,,6.1,0.052482,-0.036753,,6.1,0.005248,0,,6.1,0.041985,-0.031502
6.106667,-0.052482,-0.031502,,6.106667,0.010496,-0.00525,,6.106667,0.068226,0.015751,,6.106667,0.041985,0.021002,,6.106667,-0.083971,-0.031502,,6.106667,-0.005248,-0.015751,,6.106667,0.173189,0.031502,,6.106667,-0.183686,-0.036753,,6.106667,-0.062978,0.015751,,6.106667,0.251912,-0.010501,,6.106667,-0.330634,0,,6.106667,0.314889,0.015751,,6.106667,-0.314889,0.015751,,6.106667,-0.183686,0.036753,,6.106667,-0.078722,-0.010501,,6.106667,-0.131204,0.036753,,6.106667,-0.131204,0.031502,,6.106667,0.062978,0,,6.106667,-0.062978,0.010501,,6.106667,0.094467,-0.026252,,6.106667,-0.073474,0.031502,,6.106667,0.031489,-0.00525,,6.106667,0.052482,-0.031502,,6.106667,0.010496,0.00525,,6.106667,0.036737,-0.036753
6.113333,-0.052482,-0.031502,,6.113333,0.005248,-0.00525,,6.113333,0.062978,0.015751,,6.113333,0.047233,0.021002,,6.113333,-0.078722,-0.036753,,6.113333,-0.005248,-0.015751,,6.113333,0.178437,0.031502,,6.113333,-0.183686,-0.036753,,6.113333,-0.062978,0.015751,,6.113333,0.246663,-0.010501,,6.113333,-0.330634,0.00525,,6.113333,0.320138,0.015751,,6.113333,-0.314889,0.015751,,6.113333,-0.183686,0.036753,,6.113333,-0.083971,-0.00525,,6.113333,-0.131204,0.036753,,6.113333,-0.136452,0.031502,,6.113333,0.068226,-0.00525,,6.113333,-0.062978,0.015751,,6.113333,0.089219,-0.026252,,6.113333,-0.078722,0.031502,,6.113333,0.036737,-0.010501,,6.113333,0.052482,-0.036753,,6.113333,0.010496,0,,6.113333,0.041985,-0.036753
6.12,-0.052482,-0.036753,,6.12,0.005248,-0.00525,,6.12,0.062978,0.015751,,6.12,0.052482,0.026252,,6.12,-0.083971,-0.031502,,6.12,-0.005248,-0.015751,,6.12,0.178437,0.031502,,6.12,-0.183686,-0.031502,,6.12,-0.052482,0.015751,,6.12,0.236167,-0.010501,,6.12,-0.330634,0,,6.12,0.325386,0.015751,,6.12,-0.314889,0.015751,,6.12,-0.178437,0.036753,,6.12,-0.089219,-0.010501,,6.12,-0.125956,0.036753,,6.12,-0.136452,0.031502,,6.12,0.068226,-0.00525,,6.12,-0.068226,0.015751,,6.12,0.094467,-0.026252,,6.12,-0.073474,0.036753,,6.12,0.036737,-0.010501,,6.12,0.047233,-0.036753,,6.12,0.010496,0,,6.12,0.036737,-0.031502
6.126667,-0.05773,-0.036753,,6.126667,0.005248,-0.00525,,6.126667,0.062978,0.015751,,6.126667,0.052482,0.026252,,6.126667,-0.083971,-0.031502,,6.126667,-0.010496,-0.015751,,6.126667,0.173189,0.026252,,6.126667,-0.188934,-0.031502,,6.126667,-0.052482,0.015751,,6.126667,0.236167,-0.010501,,6.126667,-0.325386,0.00525,,6.126667,0.325386,0.015751,,6.126667,-0.314889,0.021002,,6.126667,-0.173189,0.036753,,6.126667,-0.089219,-0.010501,,6.126667,-0.125956,0.036753,,6.126667,-0.136452,0.031502,,6.126667,0.073474,-0.00525,,6.126667,-0.068226,0.015751,,6.126667,0.094467,-0.031502,,6.126667,-0.073474,0.036753,,6.126667,0.041985,-0.010501,,6.126667,0.052482,-0.031502,,6.126667,0.015744,0,,6.126667,0.041985,-0.036753
6.133333,-0.05773,-0.036753,,6.133333,0.005248,-0.00525,,6.133333,0.05773,0.015751,,6.133333,0.052482,0.026252,,6.133333,-0.089219,-0.036753,,6.133333,-0.015744,-0.015751,,6.133333,0.173189,0.031502,,6.133333,-0.188934,-0.031502,,6.133333,-0.047233,0.021002,,6.133333,0.230919,-0.010501,,6.133333,-0.325386,0.00525,,6.133333,0.330634,0.015751,,6.133333,-0.314889,0.015751,,6.133333,-0.167941,0.031502,,6.133333,-0.094467,-0.00525,,6.133333,-0.120708,0.036753,,6.133333,-0.131204,0.031502,,6.133333,0.078722,-0.010501,,6.133333,-0.068226,0.015751,,6.133333,0.094467,-0.031502,,6.133333,-0.073474,0.036753,,6.133333,0.041985,-0.015751,,6.133333,0.047233,-0.036753,,6.133333,0.015744,0,,6.133333,0.036737,-0.031502
