t (s) - 400mA,U1(V) - 400mA,U2(V) - 400mA,,t (s) - 500mA,U1(V) - 500mA,U2(V) - 500mA,,t (s) - 600mA,U1(V) - 600mA,U2(V) - 600mA,,t (s) - 700mA,U1(V) - 700mA,U2(V) - 700mA,,t (s) - 800mA,U1(V) - 800mA,U2(V) - 800mA,,t (s) - 900mA,U1(V) - 900mA,U2(V) - 900mA,,t (s) - 1000mA,U1(V) - 1000mA,U2(V) - 1000mA,,t (s) - 1100mA,U1(V) -  1100mA,U2(V) -  1100mA,,t (s) - 1200mA,U1(V) - 1200mA,U2(V) - 1200mA
0.653333,0.267656,0,,0.653333,0.388364,-0.00525,,0.653333,-0.734742,0.00525,,0.653333,-1.002398,0.00525,,0.653333,-0.813465,0.00525,,0.653333,-0.614035,0.00525,,0.653333,-0.593042,0,,0.653333,-0.304393,0,,0.326667,-0.104963,-0.00525
0.66,0.288649,-0.00525,,0.66,0.409356,0,,0.66,-0.71375,0.00525,,0.66,-0.99715,0.00525,,0.66,-0.829209,0.00525,,0.66,-0.629779,0.00525,,0.66,-0.593042,0,,0.66,-0.320138,0,,0.33,-0.115459,0
0.666667,0.304393,0,,0.666667,0.425101,0,,0.666667,-0.692757,0.010501,,0.666667,-0.99715,0.00525,,0.666667,-0.834457,0.00525,,0.666667,-0.640275,0.00525,,0.666667,-0.603538,0,,0.666667,-0.335882,0,,0.333333,-0.120708,-0.00525
0.673333,0.330634,0,,0.673333,0.440845,0,,0.673333,-0.677012,0.00525,,0.673333,-0.991902,0.00525,,0.673333,-0.844953,0.00525,,0.673333,-0.65602,0.00525,,0.673333,-0.614035,0.00525,,0.673333,-0.346378,0.00525,,0.336667,-0.125956,0
0.68,0.351627,0,,0.68,0.45659,0,,0.68,-0.661268,0.00525,,0.68,-0.986654,0.00525,,0.68,-0.860698,0.00525,,0.68,-0.661268,0.00525,,0.68,-0.614035,0.00525,,0.68,-0.356875,0.00525,,0.34,-0.131204,0
0.686667,0.367371,0,,0.686667,0.472334,0,,0.686667,-0.645523,0.00525,,0.686667,-0.981406,0.010501,,0.686667,-0.865946,0.00525,,0.686667,-0.671764,0.00525,,0.686667,-0.619283,0.00525,,0.686667,-0.367371,0,,0.343333,-0.1417,0
0.693333,0.388364,0,,0.693333,0.488079,0,,0.693333,-0.624531,0.00525,,0.693333,-0.970909,0.00525,,0.693333,-0.876442,0.00525,,0.693333,-0.682261,0.00525,,0.693333,-0.624531,0,,0.693333,-0.377867,0,,0.346667,-0.146948,0
0.7,0.409356,0,,0.7,0.503823,0,,0.7,-0.608786,0.00525,,0.7,-0.970909,0.00525,,0.7,-0.881691,0.00525,,0.7,-0.692757,0.00525,,0.7,-0.635027,0.00525,,0.7,-0.393612,0.00525,,0.35,-0.152197,0
0.706667,0.425101,0,,0.706667,0.519568,0,,0.706667,-0.587794,0.00525,,0.706667,-0.960413,0.010501,,0.706667,-0.886939,0.00525,,0.706667,-0.703253,0.00525,,0.706667,-0.640275,0.00525,,0.706667,-0.39886,0.00525,,0.353333,-0.157445,0
0.713333,0.446093,0.010501,,0.713333,0.535312,0,,0.713333,-0.566801,0.00525,,0.713333,-0.955165,0.00525,,0.713333,-0.897435,0.00525,,0.713333,-0.708501,0,,0.713333,-0.640275,0,,0.713333,-0.409356,0.00525,,0.356667,-0.162693,0
0.72,0.467086,0,,0.72,0.545808,0,,0.72,-0.551057,0.00525,,0.72,-0.949917,0.00525,,0.72,-0.897435,0.00525,,0.72,-0.718998,0.00525,,0.72,-0.645523,0.00525,,0.72,-0.419853,0.00525,,0.36,-0.173189,0
0.726667,0.482831,-0.00525,,0.726667,0.561553,-0.00525,,0.726667,-0.530064,0.00525,,0.726667,-0.944668,0.00525,,0.726667,-0.907931,0.00525,,0.726667,-0.724246,0.00525,,0.726667,-0.650772,0.00525,,0.726667,-0.430349,0,,0.363333,-0.178437,-0.00525
0.733333,0.498575,-0.00525,,0.733333,0.577297,0,,0.733333,-0.509071,0.00525,,0.733333,-0.934172,0.00525,,0.733333,-0.918428,0.00525,,0.733333,-0.734742,0.00525,,0.733333,-0.650772,0.00525,,0.733333,-0.440845,0,,0.366667,-0.183686,-0.00525
0.74,0.51432,-0.00525,,0.74,0.587794,0,,0.74,-0.488079,0.00525,,0.74,-0.923676,0.00525,,0.74,-0.918428,0.00525,,0.74,-0.73999,0,,0.74,-0.65602,0.00525,,0.74,-0.446093,0,,0.37,-0.183686,0
0.746667,0.535312,-0.00525,,0.746667,0.603538,-0.00525,,0.746667,-0.467086,0.00525,,0.746667,-0.918428,0.00525,,0.746667,-0.928924,0.00525,,0.746667,-0.745238,0.00525,,0.746667,-0.65602,0.00525,,0.746667,-0.451342,0,,0.373333,-0.194182,0
0.753333,0.545808,0,,0.753333,0.614035,-0.00525,,0.753333,-0.446093,0.00525,,0.753333,-0.907931,0.00525,,0.753333,-0.928924,0.00525,,0.753333,-0.750487,0.00525,,0.753333,-0.65602,0,,0.753333,-0.461838,0,,0.376667,-0.19943,0
0.76,0.566801,0,,0.76,0.624531,0,,0.76,-0.425101,0.00525,,0.76,-0.902683,0.00525,,0.76,-0.934172,0.00525,,0.76,-0.760983,0.00525,,0.76,-0.661268,0.00525,,0.76,-0.467086,0.00525,,0.38,-0.19943,0
0.766667,0.577297,0,,0.766667,0.635027,0,,0.766667,-0.404108,0.00525,,0.766667,-0.892187,0.00525,,0.766667,-0.934172,0.00525,,0.766667,-0.760983,0.00525,,0.766667,-0.661268,0.00525,,0.766667,-0.472334,0,,0.383333,-0.209926,0
0.773333,0.593042,0,,0.773333,0.650772,-0.00525,,0.773333,-0.383116,0.00525,,0.773333,-0.881691,0.00525,,0.773333,-0.93942,0.00525,,0.773333,-0.766231,0.00525,,0.773333,-0.666516,0.00525,,0.773333,-0.482831,0,,0.386667,-0.215174,0
0.78,0.603538,0,,0.78,0.65602,-0.00525,,0.78,-0.362123,0.00525,,0.78,-0.876442,0.00525,,0.78,-0.93942,0.00525,,0.78,-0.771479,0.00525,,0.78,-0.666516,0.00525,,0.78,-0.482831,0.00525,,0.39,-0.220423,-0.00525
0.786667,0.619283,0,,0.786667,0.666516,0,,0.786667,-0.335882,0.00525,,0.786667,-0.860698,0.00525,,0.786667,-0.944668,0.00525,,0.786667,-0.776727,0.00525,,0.786667,-0.661268,0.00525,,0.786667,-0.493327,0,,0.393333,-0.225671,0
0.793333,0.635027,0,,0.793333,0.682261,0,,0.793333,-0.314889,0.00525,,0.793333,-0.850202,0.00525,,0.793333,-0.944668,0.00525,,0.793333,-0.781976,0.00525,,0.793333,-0.666516,0.00525,,0.793333,-0.498575,0.00525,,0.396667,-0.230919,0
0.8,0.645523,-0.00525,,0.8,0.687509,0,,0.8,-0.293897,0.00525,,0.8,-0.839705,0.00525,,0.8,-0.944668,0.00525,,0.8,-0.781976,0,,0.8,-0.661268,0,,0.8,-0.503823,0,,0.4,-0.230919,0
0.806667,0.666516,0,,0.806667,0.698005,0,,0.806667,-0.272904,0.00525,,0.806667,-0.829209,0.00525,,0.806667,-0.944668,0.00525,,0.806667,-0.787224,0,,0.806667,-0.661268,0.00525,,0.806667,-0.503823,0.00525,,0.403333,-0.241415,0
0.813333,0.671764,-0.00525,,0.813333,0.71375,0,,0.813333,-0.246663,0.00525,,0.813333,-0.818713,0.00525,,0.813333,-0.949917,0.00525,,0.813333,-0.787224,0.00525,,0.813333,-0.661268,0,,0.813333,-0.51432,0.00525,,0.406667,-0.246663,0
0.82,0.687509,0,,0.82,0.718998,-0.00525,,0.82,-0.225671,0.00525,,0.82,-0.808216,0.00525,,0.82,-0.949917,0.00525,,0.82,-0.792472,0.00525,,0.82,-0.661268,0.00525,,0.82,-0.519568,0,,0.41,-0.251912,0
0.826667,0.703253,0,,0.826667,0.729494,-0.00525,,0.826667,-0.204678,0.00525,,0.826667,-0.792472,0.00525,,0.826667,-0.949917,0.00525,,0.826667,-0.792472,0.00525,,0.826667,-0.661268,0.00525,,0.826667,-0.524816,0,,0.413333,-0.25716,0
0.833333,0.71375,0,,0.833333,0.734742,-0.00525,,0.833333,-0.178437,0.00525,,0.833333,-0.781976,0.00525,,0.833333,-0.944668,0.00525,,0.833333,-0.792472,0,,0.833333,-0.661268,0.00525,,0.833333,-0.519568,0,,0.416667,-0.25716,0
0.84,0.724246,-0.00525,,0.84,0.745238,-0.00525,,0.84,-0.162693,0.00525,,0.84,-0.766231,0.00525,,0.84,-0.944668,0.00525,,0.84,-0.792472,0.00525,,0.84,-0.65602,0,,0.84,-0.530064,0,,0.42,-0.262408,0
0.846667,0.734742,0,,0.846667,0.750487,-0.00525,,0.846667,-0.136452,0.00525,,0.846667,-0.755735,0.00525,,0.846667,-0.949917,0.00525,,0.846667,-0.79772,0.00525,,0.846667,-0.65602,0.00525,,0.846667,-0.530064,0.00525,,0.423333,-0.267656,0
0.853333,0.745238,-0.00525,,0.853333,0.755735,-0.00525,,0.853333,-0.115459,0.00525,,0.853333,-0.73999,0.00525,,0.853333,-0.944668,0.00525,,0.853333,-0.79772,0.00525,,0.853333,-0.650772,0.00525,,0.853333,-0.535312,0,,0.426667,-0.272904,0
0.86,0.755735,-0.00525,,0.86,0.760983,-0.00525,,0.86,-0.094467,0.00525,,0.86,-0.729494,0.00525,,0.86,-0.93942,0.010501,,0.86,-0.79772,0.00525,,0.86,-0.650772,0.00525,,0.86,-0.535312,0,,0.43,-0.278152,0
0.866667,0.766231,0,,0.866667,0.771479,0,,0.866667,-0.068226,0.00525,,0.866667,-0.71375,0.00525,,0.866667,-0.93942,0.00525,,0.866667,-0.79772,0.00525,,0.866667,-0.650772,0.00525,,0.866667,-0.54056,0.00525,,0.433333,-0.283401,0
0.873333,0.771479,-0.00525,,0.873333,0.776727,-0.00525,,0.873333,-0.047233,0,,0.873333,-0.698005,0.00525,,0.873333,-0.934172,0.00525,,0.873333,-0.79772,0.00525,,0.873333,-0.645523,0.00525,,0.873333,-0.54056,0.00525,,0.436667,-0.288649,0
0.88,0.787224,-0.00525,,0.88,0.781976,0,,0.88,-0.026241,0.00525,,0.88,-0.687509,0.010501,,0.88,-0.928924,0.00525,,0.88,-0.792472,0.00525,,0.88,-0.640275,0.00525,,0.88,-0.54056,0.00525,,0.44,-0.288649,0
0.886667,0.792472,-0.00525,,0.886667,0.787224,-0.00525,,0.886667,-0.005248,0,,0.886667,-0.671764,0.00525,,0.886667,-0.928924,0.010501,,0.886667,-0.792472,0.00525,,0.886667,-0.635027,0.00525,,0.886667,-0.545808,0,,0.443333,-0.293897,0
0.893333,0.802968,-0.00525,,0.893333,0.792472,-0.00525,,0.893333,0.015744,0.00525,,0.893333,-0.65602,0.00525,,0.893333,-0.923676,0.00525,,0.893333,-0.792472,0.00525,,0.893333,-0.635027,0.00525,,0.893333,-0.545808,0,,0.446667,-0.299145,0
0.9,0.808216,-0.00525,,0.9,0.79772,-0.00525,,0.9,0.031489,0,,0.9,-0.640275,0.00525,,0.9,-0.918428,0.00525,,0.9,-0.787224,0.00525,,0.9,-0.635027,0,,0.9,-0.545808,0.00525,,0.45,-0.304393,0
0.906667,0.813465,-0.00525,,0.906667,0.79772,0,,0.906667,0.052482,0.00525,,0.906667,-0.624531,0.00525,,0.906667,-0.918428,0.00525,,0.906667,-0.787224,0.00525,,0.906667,-0.624531,0.00525,,0.906667,-0.545808,0.00525,,0.453333,-0.304393,0
0.913333,0.823961,-0.00525,,0.913333,0.802968,0,,0.913333,0.078722,0.00525,,0.913333,-0.614035,0.00525,,0.913333,-0.91318,0.00525,,0.913333,-0.787224,0.00525,,0.913333,-0.619283,0,,0.913333,-0.545808,0.00525,,0.456667,-0.309641,0
0.92,0.829209,-0.00525,,0.92,0.808216,0,,0.92,0.094467,0.00525,,0.92,-0.593042,0.00525,,0.92,-0.902683,0.00525,,0.92,-0.781976,0.010501,,0.92,-0.619283,0.00525,,0.92,-0.545808,0.00525,,0.46,-0.309641,0.00525
0.926667,0.834457,-0.00525,,0.926667,0.808216,-0.00525,,0.926667,0.115459,0.00525,,0.926667,-0.577297,0.00525,,0.926667,-0.897435,0.00525,,0.926667,-0.781976,0.00525,,0.926667,-0.608786,0.00525,,0.926667,-0.545808,0.00525,,0.463333,-0.320138,0.00525
0.933333,0.839705,0,,0.933333,0.808216,-0.00525,,0.933333,0.131204,0.00525,,0.933333,-0.556305,0.00525,,0.933333,-0.892187,0.00525,,0.933333,-0.776727,0.00525,,0.933333,-0.608786,0.00525,,0.933333,-0.545808,0.00525,,0.466667,-0.320138,0
0.94,0.844953,-0.00525,,0.94,0.808216,-0.00525,,0.94,0.152197,0,,0.94,-0.54056,0.00525,,0.94,-0.886939,0.00525,,0.94,-0.771479,0.00525,,0.94,-0.603538,0.00525,,0.94,-0.545808,0.00525,,0.47,-0.325386,0
0.946667,0.850202,-0.00525,,0.946667,0.818713,-0.00525,,0.946667,0.167941,0,,0.946667,-0.519568,0.00525,,0.946667,-0.881691,0.00525,,0.946667,-0.771479,0.00525,,0.946667,-0.593042,0.00525,,0.946667,-0.54056,0.00525,,0.473333,-0.325386,0
0.953333,0.85545,-0.00525,,0.953333,0.818713,-0.00525,,0.953333,0.188934,0,,0.953333,-0.509071,0,,0.953333,-0.871194,0.00525,,0.953333,-0.766231,0.00525,,0.953333,-0.593042,0.00525,,0.953333,-0.545808,0,,0.476667,-0.330634,0
0.96,0.860698,0,,0.96,0.818713,0,,0.96,0.204678,0,,0.96,-0.488079,0.00525,,0.96,-0.865946,0.00525,,0.96,-0.760983,0.00525,,0.96,-0.587794,0,,0.96,-0.54056,0.00525,,0.48,-0.335882,0
0.966667,0.865946,-0.00525,,0.966667,0.813465,0,,0.966667,0.225671,0,,0.966667,-0.472334,0.00525,,0.966667,-0.85545,0.00525,,0.966667,-0.755735,0.00525,,0.966667,-0.577297,0.00525,,0.966667,-0.54056,0.00525,,0.483333,-0.335882,0
0.973333,0.865946,-0.00525,,0.973333,0.818713,-0.00525,,0.973333,0.241415,0,,0.973333,-0.451342,0.00525,,0.973333,-0.850202,0.010501,,0.973333,-0.750487,0.00525,,0.973333,-0.572049,0.00525,,0.973333,-0.535312,0.00525,,0.486667,-0.34113,0
0.98,0.871194,0,,0.98,0.813465,-0.00525,,0.98,0.25716,0,,0.98,-0.435597,0.00525,,0.98,-0.839705,0.00525,,0.98,-0.745238,0.00525,,0.98,-0.566801,0.00525,,0.98,-0.530064,0,,0.49,-0.34113,0
0.986667,0.871194,0,,0.986667,0.813465,-0.00525,,0.986667,0.278152,0,,0.986667,-0.414605,0.00525,,0.986667,-0.829209,0.00525,,0.986667,-0.73999,0.00525,,0.986667,-0.556305,0.00525,,0.986667,-0.530064,0.00525,,0.493333,-0.346378,0.00525
0.993333,0.871194,-0.00525,,0.993333,0.813465,-0.00525,,0.993333,0.288649,0,,0.993333,-0.39886,0.00525,,0.993333,-0.823961,0.00525,,0.993333,-0.734742,0.00525,,0.993333,-0.545808,0.00525,,0.993333,-0.530064,0.00525,,0.496667,-0.351627,0
1,0.876442,-0.00525,,1,0.808216,-0.00525,,1,0.309641,0,,1,-0.377867,0.00525,,1,-0.818713,0.010501,,1,-0.729494,0.00525,,1,-0.545808,0.00525,,1,-0.524816,0,,0.5,-0.351627,0
1.006667,0.876442,-0.00525,,1.006667,0.808216,-0.00525,,1.006667,0.320138,-0.00525,,1.006667,-0.362123,0.00525,,1.006667,-0.808216,0.00525,,1.006667,-0.718998,0.00525,,1.006667,-0.54056,0.00525,,1.006667,-0.524816,0.00525,,0.503333,-0.351627,0
1.013333,0.876442,-0.00525,,1.013333,0.802968,-0.00525,,1.013333,0.335882,0,,1.013333,-0.34113,0.00525,,1.013333,-0.79772,0.010501,,1.013333,-0.71375,0.00525,,1.013333,-0.524816,0.00525,,1.013333,-0.519568,0.00525,,0.506667,-0.356875,0
1.02,0.876442,-0.00525,,1.02,0.802968,-0.00525,,1.02,0.356875,0,,1.02,-0.325386,0.00525,,1.02,-0.787224,0.00525,,1.02,-0.703253,0.00525,,1.02,-0.519568,0.00525,,1.02,-0.51432,0.00525,,0.51,-0.362123,0
1.026667,0.876442,-0.00525,,1.026667,0.802968,-0.00525,,1.026667,0.367371,0,,1.026667,-0.304393,0.00525,,1.026667,-0.776727,0.00525,,1.026667,-0.698005,0.00525,,1.026667,-0.51432,0.00525,,1.026667,-0.51432,0,,0.513333,-0.362123,0.00525
1.033333,0.876442,-0.00525,,1.033333,0.79772,-0.00525,,1.033333,0.383116,0,,1.033333,-0.283401,0.00525,,1.033333,-0.766231,0.00525,,1.033333,-0.692757,0.00525,,1.033333,-0.509071,0.00525,,1.033333,-0.509071,0,,0.516667,-0.362123,0
1.04,0.876442,-0.00525,,1.04,0.792472,0,,1.04,0.39886,0,,1.04,-0.267656,0.00525,,1.04,-0.755735,0.00525,,1.04,-0.682261,0.00525,,1.04,-0.498575,0.00525,,1.04,-0.503823,0,,0.52,-0.367371,0
1.046667,0.876442,-0.00525,,1.046667,0.787224,0,,1.046667,0.409356,0,,1.046667,-0.241415,0.00525,,1.046667,-0.745238,0.010501,,1.046667,-0.677012,0.00525,,1.046667,-0.488079,0.00525,,1.046667,-0.498575,0,,0.523333,-0.372619,0
1.053333,0.871194,-0.00525,,1.053333,0.781976,-0.00525,,1.053333,0.425101,0,,1.053333,-0.225671,0.00525,,1.053333,-0.734742,0.00525,,1.053333,-0.666516,0.00525,,1.053333,-0.477582,0.00525,,1.053333,-0.498575,0.00525,,0.526667,-0.372619,0
1.06,0.865946,0,,1.06,0.776727,-0.00525,,1.06,0.435597,0,,1.06,-0.204678,0.00525,,1.06,-0.724246,0.00525,,1.06,-0.661268,0.00525,,1.06,-0.472334,0.00525,,1.06,-0.493327,0.00525,,0.53,-0.362123,0
1.066667,0.865946,-0.00525,,1.066667,0.776727,-0.00525,,1.066667,0.446093,0,,1.066667,-0.188934,0.00525,,1.066667,-0.708501,0.00525,,1.066667,-0.650772,0.00525,,1.066667,-0.467086,0.00525,,1.066667,-0.488079,0,,0.533333,-0.372619,0.00525
1.073333,0.865946,-0.00525,,1.073333,0.766231,0,,1.073333,0.461838,0,,1.073333,-0.167941,0.00525,,1.073333,-0.698005,0,,1.073333,-0.645523,0.00525,,1.073333,-0.45659,0.00525,,1.073333,-0.482831,0,,0.536667,-0.377867,0
1.08,0.860698,-0.00525,,1.08,0.760983,-0.00525,,1.08,0.472334,0,,1.08,-0.146948,0.00525,,1.08,-0.687509,0.00525,,1.08,-0.629779,0.00525,,1.08,-0.446093,0.00525,,1.08,-0.477582,0.00525,,0.54,-0.383116,0
1.086667,0.85545,-0.00525,,1.086667,0.750487,-0.00525,,1.086667,0.482831,0,,1.086667,-0.125956,0,,1.086667,-0.671764,0.00525,,1.086667,-0.629779,0.00525,,1.086667,-0.435597,0.00525,,1.086667,-0.472334,0,,0.543333,-0.383116,0
1.093333,0.850202,0,,1.093333,0.745238,-0.00525,,1.093333,0.498575,0,,1.093333,-0.115459,0,,1.093333,-0.65602,0.010501,,1.093333,-0.614035,0.00525,,1.093333,-0.430349,0.00525,,1.093333,-0.467086,0.00525,,0.546667,-0.383116,0.00525
1.1,0.844953,0,,1.1,0.73999,-0.00525,,1.1,0.509071,0,,1.1,-0.089219,0.00525,,1.1,-0.650772,0.00525,,1.1,-0.608786,0.00525,,1.1,-0.419853,0.00525,,1.1,-0.461838,0.00525,,0.55,-0.383116,0.00525
1.106667,0.839705,-0.00525,,1.106667,0.734742,0,,1.106667,0.51432,0,,1.106667,-0.073474,0.00525,,1.106667,-0.635027,0.00525,,1.106667,-0.593042,0.00525,,1.106667,-0.409356,0,,1.106667,-0.45659,0.00525,,0.553333,-0.388364,0.00525
1.113333,0.834457,-0.00525,,1.113333,0.724246,-0.00525,,1.113333,0.524816,0,,1.113333,-0.052482,0.00525,,1.113333,-0.619283,0.00525,,1.113333,-0.587794,0.00525,,1.113333,-0.404108,0.00525,,1.113333,-0.451342,0.00525,,0.556667,-0.388364,0
1.12,0.834457,-0.010501,,1.12,0.718998,-0.00525,,1.12,0.545808,0,,1.12,-0.036737,0.00525,,1.12,-0.608786,0.00525,,1.12,-0.577297,0.00525,,1.12,-0.393612,0.00525,,1.12,-0.446093,0.00525,,0.56,-0.388364,0
1.126667,0.818713,0,,1.126667,0.708501,-0.00525,,1.126667,0.545808,-0.00525,,1.126667,-0.015744,0.00525,,1.126667,-0.587794,0.00525,,1.126667,-0.566801,0.00525,,1.126667,-0.383116,0,,1.126667,-0.440845,0.00525,,0.563333,-0.388364,0
1.133333,0.818713,-0.00525,,1.133333,0.698005,0,,1.133333,0.556305,0,,1.133333,0,0.00525,,1.133333,-0.582546,0.00525,,1.133333,-0.556305,0.00525,,1.133333,-0.372619,0.00525,,1.133333,-0.435597,0.00525,,0.566667,-0.393612,0
1.14,0.813465,-0.00525,,1.14,0.692757,0,,1.14,0.561553,0,,1.14,0.015744,0.00525,,1.14,-0.566801,0.00525,,1.14,-0.54056,0.00525,,1.14,-0.362123,0.00525,,1.14,-0.425101,0.00525,,0.57,-0.393612,0
1.146667,0.802968,-0.00525,,1.146667,0.682261,-0.00525,,1.146667,0.572049,0,,1.146667,0.036737,0,,1.146667,-0.551057,0.00525,,1.146667,-0.535312,0.00525,,1.146667,-0.356875,0.00525,,1.146667,-0.419853,0.00525,,0.573333,-0.393612,0.00525
1.153333,0.792472,-0.00525,,1.153333,0.671764,0,,1.153333,0.582546,0,,1.153333,0.052482,0.00525,,1.153333,-0.535312,0.00525,,1.153333,-0.519568,0.00525,,1.153333,-0.346378,0.00525,,1.153333,-0.414605,0,,0.576667,-0.393612,0
1.16,0.787224,-0.00525,,1.16,0.65602,-0.00525,,1.16,0.587794,-0.00525,,1.16,0.068226,0.00525,,1.16,-0.519568,0.00525,,1.16,-0.509071,0.00525,,1.16,-0.335882,0.00525,,1.16,-0.409356,0.00525,,0.58,-0.39886,0
1.166667,0.776727,-0.00525,,1.166667,0.645523,-0.00525,,1.166667,0.593042,0,,1.166667,0.083971,0.00525,,1.166667,-0.503823,0.00525,,1.166667,-0.498575,0.00525,,1.166667,-0.330634,0.00525,,1.166667,-0.404108,0.00525,,0.583333,-0.39886,0
1.173333,0.766231,-0.00525,,1.173333,0.640275,-0.00525,,1.173333,0.59829,0,,1.173333,0.099715,0.00525,,1.173333,-0.488079,0.00525,,1.173333,-0.482831,0.00525,,1.173333,-0.314889,0.00525,,1.173333,-0.39886,0.00525,,0.586667,-0.39886,0
1.18,0.760983,-0.00525,,1.18,0.624531,0,,1.18,0.608786,0,,1.18,0.120708,0.00525,,1.18,-0.472334,0.00525,,1.18,-0.477582,0.00525,,1.18,-0.304393,0,,1.18,-0.388364,0,,0.59,-0.39886,0
1.186667,0.750487,-0.00525,,1.186667,0.619283,-0.00525,,1.186667,0.614035,-0.00525,,1.186667,0.136452,0.00525,,1.186667,-0.45659,0.00525,,1.186667,-0.461838,0.010501,,1.186667,-0.299145,0.00525,,1.186667,-0.383116,0.00525,,0.593333,-0.39886,0
1.193333,0.73999,-0.00525,,1.193333,0.603538,0,,1.193333,0.619283,0,,1.193333,0.146948,0,,1.193333,-0.440845,0.00525,,1.193333,-0.446093,0.00525,,1.193333,-0.288649,0.00525,,1.193333,-0.377867,0.00525,,0.596667,-0.404108,0
1.2,0.729494,-0.00525,,1.2,0.593042,-0.00525,,1.2,0.624531,-0.00525,,1.2,0.162693,0.00525,,1.2,-0.425101,0.00525,,1.2,-0.435597,0.00525,,1.2,-0.278152,0.00525,,1.2,-0.367371,0.00525,,0.6,-0.404108,0
1.206667,0.724246,-0.00525,,1.206667,0.582546,0,,1.206667,0.635027,0,,1.206667,0.178437,0.00525,,1.206667,-0.409356,0.00525,,1.206667,-0.425101,0.00525,,1.206667,-0.267656,0.00525,,1.206667,-0.362123,0.00525,,0.603333,-0.404108,0.00525
1.213333,0.708501,-0.00525,,1.213333,0.572049,-0.00525,,1.213333,0.635027,0,,1.213333,0.194182,0,,1.213333,-0.388364,0.00525,,1.213333,-0.414605,0.00525,,1.213333,-0.25716,0.00525,,1.213333,-0.356875,0.00525,,0.606667,-0.404108,0
1.22,0.698005,-0.00525,,1.22,0.561553,-0.00525,,1.22,0.645523,-0.00525,,1.22,0.204678,0.00525,,1.22,-0.377867,0.00525,,1.22,-0.39886,0.00525,,1.22,-0.246663,0,,1.22,-0.351627,0.00525,,0.61,-0.404108,0
1.226667,0.682261,0,,1.226667,0.545808,0,,1.226667,0.645523,-0.00525,,1.226667,0.220423,0,,1.226667,-0.362123,0.00525,,1.226667,-0.388364,0.00525,,1.226667,-0.236167,0.00525,,1.226667,-0.346378,0,,0.613333,-0.404108,0
1.233333,0.677012,-0.00525,,1.233333,0.530064,0,,1.233333,0.65602,0,,1.233333,0.230919,0,,1.233333,-0.34113,0.00525,,1.233333,-0.372619,0,,1.233333,-0.225671,0.00525,,1.233333,-0.335882,0.00525,,0.616667,-0.404108,0
1.24,0.661268,-0.00525,,1.24,0.519568,-0.00525,,1.24,0.65602,-0.00525,,1.24,0.246663,0,,1.24,-0.330634,0.00525,,1.24,-0.362123,0.010501,,1.24,-0.215174,0.00525,,1.24,-0.325386,0,,0.62,-0.409356,0
1.246667,0.645523,0,,1.246667,0.509071,-0.00525,,1.246667,0.661268,0,,1.246667,0.262408,0,,1.246667,-0.314889,0.00525,,1.246667,-0.351627,0.00525,,1.246667,-0.209926,0.00525,,1.246667,-0.320138,0.00525,,0.623333,-0.404108,0
1.253333,0.635027,0,,1.253333,0.493327,-0.00525,,1.253333,0.661268,-0.00525,,1.253333,0.272904,0,,1.253333,-0.293897,0.00525,,1.253333,-0.34113,0.00525,,1.253333,-0.19943,0.00525,,1.253333,-0.309641,0.00525,,0.626667,-0.409356,0.00525
1.26,0.624531,-0.00525,,1.26,0.482831,-0.00525,,1.26,0.666516,0,,1.26,0.288649,0,,1.26,-0.278152,0.00525,,1.26,-0.325386,0.00525,,1.26,-0.188934,0.00525,,1.26,-0.304393,0,,0.63,-0.404108,0
1.266667,0.608786,-0.00525,,1.266667,0.467086,0,,1.266667,0.666516,-0.00525,,1.266667,0.299145,0,,1.266667,-0.262408,0.00525,,1.266667,-0.314889,0.00525,,1.266667,-0.178437,0.00525,,1.266667,-0.299145,0.00525,,0.633333,-0.409356,0
1.273333,0.59829,-0.00525,,1.273333,0.45659,-0.00525,,1.273333,0.671764,0,,1.273333,0.309641,0,,1.273333,-0.241415,0.00525,,1.273333,-0.299145,0.00525,,1.273333,-0.167941,0.00525,,1.273333,-0.288649,0,,0.636667,-0.409356,0
1.28,0.582546,0,,1.28,0.435597,0,,1.28,0.677012,0,,1.28,0.325386,0,,1.28,-0.225671,0.00525,,1.28,-0.288649,0.00525,,1.28,-0.157445,0.00525,,1.28,-0.278152,0,,0.64,-0.404108,0
1.286667,0.566801,-0.00525,,1.286667,0.419853,0,,1.286667,0.671764,0,,1.286667,0.335882,0,,1.286667,-0.209926,0.00525,,1.286667,-0.272904,0.00525,,1.286667,-0.152197,0.00525,,1.286667,-0.272904,0,,0.643333,-0.409356,0
1.293333,0.556305,0,,1.293333,0.404108,0,,1.293333,0.677012,0,,1.293333,0.346378,0,,1.293333,-0.194182,0,,1.293333,-0.262408,0.00525,,1.293333,-0.1417,0.00525,,1.293333,-0.267656,0.00525,,0.646667,-0.409356,0
1.3,0.54056,-0.00525,,1.3,0.388364,0,,1.3,0.677012,-0.00525,,1.3,0.356875,0,,1.3,-0.178437,0.00525,,1.3,-0.246663,0.00525,,1.3,-0.131204,0,,1.3,-0.25716,0,,0.65,-0.409356,0
1.306667,0.524816,-0.00525,,1.306667,0.372619,0,,1.306667,0.677012,0,,1.306667,0.367371,0,,1.306667,-0.162693,0,,1.306667,-0.236167,0.00525,,1.306667,-0.125956,0.00525,,1.306667,-0.251912,0.00525,,0.653333,-0.409356,0.00525
